state,k,target_mm,method,tree_structure,weight_factor,minority_threshold,max_minority_pct,mm_count,district_pcts,runtime
georgia,14,5,predetermined,"(1, 13)",20,0.4,0.8309598886075485,6.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",14.997264862060547
georgia,14,5,predetermined,"(2, 12)",20,0.4,0.8241933075324986,6.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",15.436070442199705
georgia,14,5,predetermined,"(3, 11)",20,0.4,0.8290370487389315,6.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",15.236960887908936
georgia,14,5,predetermined,"(4, 10)",20,0.4,0.8488594981653295,6.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",15.42958927154541
georgia,14,5,predetermined,"(5, 9)",20,0.4,0.8473270847246747,6.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",15.39261770248413
georgia,14,5,predetermined,"(6, 8)",20,0.4,0.8372063894025887,6.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",14.819740295410156
georgia,14,5,predetermined,"(7, 7)",20,0.4,0.8348551545745719,6.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",14.936238288879395
georgia,14,5,predetermined,"(8, 6)",20,0.4,0.8385095528116476,6.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",15.274805068969727
georgia,14,5,predetermined,"(9, 5)",20,0.4,0.8544712491511429,6.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",15.477840900421143
georgia,14,5,predetermined,"(10, 4)",20,0.4,0.8409250250486717,6.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",15.731557846069336
georgia,14,5,predetermined,"(11, 3)",20,0.4,0.8444440949495521,6.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",15.05109691619873
georgia,14,5,predetermined,"(12, 2)",20,0.4,0.8366901648816027,6.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",14.508790016174316
georgia,14,5,predetermined,"(13, 1)",20,0.4,0.8385261992490587,6.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",14.236351013183594
georgia,14,5,adaptive,"adaptive_selected: (1, 13)",20,0.4,0.8426134891543118,6.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",226.58822250366208
georgia,14,5,nway,,20,0.4,0.8389807437537319,6.0,,13.25183916091919
georgia,14,5,predetermined,"(1, 13)",50,0.4,0.8381016444403808,6.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",23.712757818461142
georgia,14,5,predetermined,"(2, 12)",50,0.4,0.8381016444403808,6.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",24.406570360076785
georgia,14,5,predetermined,"(3, 11)",50,0.4,0.8381016444403808,6.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",24.09175051234689
georgia,14,5,predetermined,"(4, 10)",50,0.4,0.8381016444403808,6.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",24.396322729490876
georgia,14,5,predetermined,"(5, 9)",50,0.4,0.8381016444403808,6.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",24.337865546038948
georgia,14,5,predetermined,"(6, 8)",50,0.4,0.8381016444403808,6.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",23.432066832836338
georgia,14,5,predetermined,"(7, 7)",50,0.4,0.8381016444403808,6.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",23.616266333937446
georgia,14,5,predetermined,"(8, 6)",50,0.4,0.8381016444403808,6.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",24.151587416514843
georgia,14,5,predetermined,"(9, 5)",50,0.4,0.8381016444403808,6.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",24.47261525352111
georgia,14,5,predetermined,"(10, 4)",50,0.4,0.8381016444403808,6.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",24.873776968135825
georgia,14,5,predetermined,"(11, 3)",50,0.4,0.8381016444403808,6.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",23.797873769562216
georgia,14,5,predetermined,"(12, 2)",50,0.4,0.8381016444403808,6.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",22.94041127211103
georgia,14,5,predetermined,"(13, 1)",50,0.4,0.8381016444403808,6.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",22.509647385652976
georgia,14,5,adaptive,"adaptive_selected: (1, 13)",50,0.4,0.8381016444403808,6.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",358.26743704029633
georgia,14,5,nway,,50,0.4,0.8381016444403808,6.0,,20.95299746735962
georgia,14,5,predetermined,"(1, 13)",100,0.4,0.8381016444403808,6.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",33.53490370813639
georgia,14,5,predetermined,"(2, 12)",100,0.4,0.8381016444403808,6.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",34.51610281423378
georgia,14,5,predetermined,"(3, 11)",100,0.4,0.8381016444403808,6.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",34.070880315869935
georgia,14,5,predetermined,"(4, 10)",100,0.4,0.8381016444403808,6.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",34.501610476077
georgia,14,5,predetermined,"(5, 9)",100,0.4,0.8381016444403808,6.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",34.41893953442115
georgia,14,5,predetermined,"(6, 8)",100,0.4,0.8381016444403808,6.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",33.137946709429926
georgia,14,5,predetermined,"(7, 7)",100,0.4,0.8381016444403808,6.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",33.39844414206947
georgia,14,5,predetermined,"(8, 6)",100,0.4,0.8381016444403808,6.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",34.15550247727467
georgia,14,5,predetermined,"(9, 5)",100,0.4,0.8381016444403808,6.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",34.60950439826823
georgia,14,5,predetermined,"(10, 4)",100,0.4,0.8381016444403808,6.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",35.17683273578121
georgia,14,5,predetermined,"(11, 3)",100,0.4,0.8381016444403808,6.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",33.65527584055782
georgia,14,5,predetermined,"(12, 2)",100,0.4,0.8381016444403808,6.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",32.442640747436045
georgia,14,5,predetermined,"(13, 1)",100,0.4,0.8381016444403808,6.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",31.833448617026523
georgia,14,5,adaptive,"adaptive_selected: (1, 13)",100,0.4,0.8381016444403808,6.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",506.666668419036
georgia,14,5,nway,,100,0.4,0.8381016444403808,6.0,,29.632013190709085
louisiana,6,2,predetermined,"(1, 5)",1,0.4,0.4704503232040281,2.0,"[0.5213861381037272, 0.32041488514500877, 0.3632377536058219, 0.4880970611663966, 0.5583305004429611, 0.4033387655747174]",1.7492254287719613
louisiana,6,2,predetermined,"(2, 4)",1,0.4,0.6176408800546556,2.0,"[0.5213861381037272, 0.32041488514500877, 0.3632377536058219, 0.4880970611663966, 0.5583305004429611, 0.4033387655747174]",1.690510134430985
louisiana,6,2,predetermined,"(3, 3)",1,0.4,0.5901430340592383,2.0,"[0.5213861381037272, 0.32041488514500877, 0.3632377536058219, 0.4880970611663966, 0.5583305004429611, 0.4033387655747174]",1.6519988142855118
louisiana,6,2,predetermined,"(4, 2)",1,0.4,0.5616177061606753,2.0,"[0.5213861381037272, 0.32041488514500877, 0.3632377536058219, 0.4880970611663966, 0.5583305004429611, 0.4033387655747174]",1.7321285854345134
louisiana,6,2,predetermined,"(5, 1)",1,0.4,0.5358005561619692,2.0,"[0.5213861381037272, 0.32041488514500877, 0.3632377536058219, 0.4880970611663966, 0.5583305004429611, 0.4033387655747174]",1.7632567246230522
louisiana,6,2,adaptive,"adaptive_selected: (1, 5)",1,0.4,0.5679457599115113,2.0,"[0.5213861381037272, 0.32041488514500877, 0.3632377536058219, 0.4880970611663966, 0.5583305004429611, 0.4033387655747174]",8.569148527162625
louisiana,6,2,nway,,1,0.4,0.5295105490883852,2.0,,1.5715598334495278
louisiana,6,2,predetermined,"(1, 5)",2,0.4,0.5431748347185602,2.0,"[0.5213861381037272, 0.32041488514500877, 0.3632377536058219, 0.4880970611663966, 0.5583305004429611, 0.4033387655747174]",2.4737783250172
louisiana,6,2,predetermined,"(2, 4)",2,0.4,0.5737643602221084,2.0,"[0.5213861381037272, 0.32041488514500877, 0.3632377536058219, 0.4880970611663966, 0.5583305004429611, 0.4033387655747174]",2.390742359441463
louisiana,6,2,predetermined,"(3, 3)",2,0.4,0.5831138596906841,1.0,"[0.5213861381037272, 0.32041488514500877, 0.3632377536058219, 0.4880970611663966, 0.5583305004429611, 0.4033387655747174]",2.3362791281868427
louisiana,6,2,predetermined,"(4, 2)",2,0.4,0.5818528883224554,2.0,"[0.5213861381037272, 0.32041488514500877, 0.3632377536058219, 0.4880970611663966, 0.5583305004429611, 0.4033387655747174]",2.449599737295613
louisiana,6,2,predetermined,"(5, 1)",2,0.4,0.5280553785033193,2.0,"[0.5213861381037272, 0.32041488514500877, 0.3632377536058219, 0.4880970611663966, 0.5583305004429611, 0.4033387655747174]",2.493621573907482
louisiana,6,2,adaptive,"adaptive_selected: (1, 5)",2,0.4,0.4821161007209361,2.0,"[0.5213861381037272, 0.32041488514500877, 0.3632377536058219, 0.4880970611663966, 0.5583305004429611, 0.4033387655747174]",12.118606065102817
louisiana,6,2,nway,,2,0.4,0.5062935283304113,2.0,,2.2225212305451247
louisiana,6,2,predetermined,"(1, 5)",3,0.4,0.6188143887119029,2.0,"[0.5213861381037272, 0.32041488514500877, 0.3632377536058219, 0.4880970611663966, 0.5583305004429611, 0.4033387655747174]",3.029747316524491
louisiana,6,2,predetermined,"(2, 4)",3,0.4,0.541211279193238,1.0,"[0.5213861381037272, 0.32041488514500877, 0.3632377536058219, 0.4880970611663966, 0.5583305004429611, 0.4033387655747174]",2.928049443544559
louisiana,6,2,predetermined,"(3, 3)",3,0.4,0.5588036069713632,2.0,"[0.5213861381037272, 0.32041488514500877, 0.3632377536058219, 0.4880970611663966, 0.5583305004429611, 0.4033387655747174]",2.8613458803860485
louisiana,6,2,predetermined,"(4, 2)",3,0.4,0.5945903830137514,2.0,"[0.5213861381037272, 0.32041488514500877, 0.3632377536058219, 0.4880970611663966, 0.5583305004429611, 0.4033387655747174]",3.000134715214986
louisiana,6,2,predetermined,"(5, 1)",3,0.4,0.5490126945659342,1.0,"[0.5213861381037272, 0.32041488514500877, 0.3632377536058219, 0.4880970611663966, 0.5583305004429611, 0.4033387655747174]",3.054050233834611
louisiana,6,2,adaptive,"adaptive_selected: (1, 5)",3,0.4,0.5915928154390541,2.0,"[0.5213861381037272, 0.32041488514500877, 0.3632377536058219, 0.4880970611663966, 0.5583305004429611, 0.4033387655747174]",14.84220062664968
louisiana,6,2,nway,,3,0.4,0.5477734744368223,2.0,,2.722021478669065
louisiana,6,2,predetermined,"(1, 5)",4,0.4,0.5367086946257256,2.0,"[0.5213861381037272, 0.32041488514500877, 0.3632377536058219, 0.4880970611663966, 0.5583305004429611, 0.4033387655747174]",3.4984508575439226
louisiana,6,2,predetermined,"(2, 4)",4,0.4,0.625771569207984,2.0,"[0.5213861381037272, 0.32041488514500877, 0.3632377536058219, 0.4880970611663966, 0.5583305004429611, 0.4033387655747174]",3.38102026886197
louisiana,6,2,predetermined,"(3, 3)",4,0.4,0.5958975088874491,1.0,"[0.5213861381037272, 0.32041488514500877, 0.3632377536058219, 0.4880970611663966, 0.5583305004429611, 0.4033387655747174]",3.3039976285710235
louisiana,6,2,predetermined,"(4, 2)",4,0.4,0.6008241154843521,2.0,"[0.5213861381037272, 0.32041488514500877, 0.3632377536058219, 0.4880970611663966, 0.5583305004429611, 0.4033387655747174]",3.464257170869027
louisiana,6,2,predetermined,"(5, 1)",4,0.4,0.5161282745620308,2.0,"[0.5213861381037272, 0.32041488514500877, 0.3632377536058219, 0.4880970611663966, 0.5583305004429611, 0.4033387655747174]",3.5265134492461043
louisiana,6,2,adaptive,"adaptive_selected: (1, 5)",4,0.4,0.5336739311222528,2.0,"[0.5213861381037272, 0.32041488514500877, 0.3632377536058219, 0.4880970611663966, 0.5583305004429611, 0.4033387655747174]",17.13829705432525
louisiana,6,2,nway,,4,0.4,0.5580195526120256,2.0,,3.1431196668990555
louisiana,6,2,predetermined,"(1, 5)",5,0.4,0.5485683286941583,1.0,"[0.5213861381037272, 0.32041488514500877, 0.3632377536058219, 0.4880970611663966, 0.5583305004429611, 0.4033387655747174]",3.911386966705322
louisiana,6,2,predetermined,"(2, 4)",5,0.4,0.5837175959822613,1.0,"[0.5213861381037272, 0.32041488514500877, 0.3632377536058219, 0.4880970611663966, 0.5583305004429611, 0.4033387655747174]",3.7800955772399902
louisiana,6,2,predetermined,"(3, 3)",5,0.4,0.5777176561445598,1.0,"[0.5213861381037272, 0.32041488514500877, 0.3632377536058219, 0.4880970611663966, 0.5583305004429611, 0.4033387655747174]",3.693981647491455
louisiana,6,2,predetermined,"(4, 2)",5,0.4,0.6012169020004523,1.0,"[0.5213861381037272, 0.32041488514500877, 0.3632377536058219, 0.4880970611663966, 0.5583305004429611, 0.4033387655747174]",3.873157262802124
louisiana,6,2,predetermined,"(5, 1)",5,0.4,0.5446453345082886,2.0,"[0.5213861381037272, 0.32041488514500877, 0.3632377536058219, 0.4880970611663966, 0.5583305004429611, 0.4033387655747174]",3.942761898040772
louisiana,6,2,adaptive,"adaptive_selected: (1, 5)",5,0.4,0.5647679015873702,2.0,"[0.5213861381037272, 0.32041488514500877, 0.3632377536058219, 0.4880970611663966, 0.5583305004429611, 0.4033387655747174]",19.161198616027832
louisiana,6,2,nway,,5,0.4,0.5947888582977096,2.0,,3.514114618301392
louisiana,6,2,predetermined,"(1, 5)",7,0.4,0.5467699062008621,2.0,"[0.5213861381037272, 0.32041488514500877, 0.3632377536058219, 0.4880970611663966, 0.5583305004429611, 0.4033387655747174]",4.628015471520937
louisiana,6,2,predetermined,"(2, 4)",7,0.4,0.5409321762182979,2.0,"[0.5213861381037272, 0.32041488514500877, 0.3632377536058219, 0.4880970611663966, 0.5583305004429611, 0.4033387655747174]",4.472669404538756
louisiana,6,2,predetermined,"(3, 3)",7,0.4,0.5531615219190058,2.0,"[0.5213861381037272, 0.32041488514500877, 0.3632377536058219, 0.4880970611663966, 0.5583305004429611, 0.4033387655747174]",4.370778028773042
louisiana,6,2,predetermined,"(4, 2)",7,0.4,0.5658596453231928,2.0,"[0.5213861381037272, 0.32041488514500877, 0.3632377536058219, 0.4880970611663966, 0.5583305004429611, 0.4033387655747174]",4.5827814758458185
louisiana,6,2,predetermined,"(5, 1)",7,0.4,0.5940587101634227,2.0,"[0.5213861381037272, 0.32041488514500877, 0.3632377536058219, 0.4880970611663966, 0.5583305004429611, 0.4033387655747174]",4.665138790914896
louisiana,6,2,adaptive,"adaptive_selected: (1, 5)",7,0.4,0.5791001576515032,2.0,"[0.5213861381037272, 0.32041488514500877, 0.3632377536058219, 0.4880970611663966, 0.5583305004429611, 0.4033387655747174]",22.67183595044772
louisiana,6,2,nway,,7,0.4,0.55445732237568,2.0,,4.157956489765538
louisiana,6,2,predetermined,"(1, 5)",10,0.4,0.5582149000680428,2.0,"[0.5213861381037272, 0.32041488514500877, 0.3632377536058219, 0.4880970611663966, 0.5583305004429611, 0.4033387655747174]",5.531536496004028
louisiana,6,2,predetermined,"(2, 4)",10,0.4,0.55223607977761,2.0,"[0.5213861381037272, 0.32041488514500877, 0.3632377536058219, 0.4880970611663966, 0.5583305004429611, 0.4033387655747174]",5.345862432399348
louisiana,6,2,predetermined,"(3, 3)",10,0.4,0.5582179582645949,2.0,"[0.5213861381037272, 0.32041488514500877, 0.3632377536058219, 0.4880970611663966, 0.5583305004429611, 0.4033387655747174]",5.224078945039726
louisiana,6,2,predetermined,"(4, 2)",10,0.4,0.5565757317186529,2.0,"[0.5213861381037272, 0.32041488514500877, 0.3632377536058219, 0.4880970611663966, 0.5583305004429611, 0.4033387655747174]",5.477471530258618
louisiana,6,2,predetermined,"(5, 1)",10,0.4,0.5602923209467697,2.0,"[0.5213861381037272, 0.32041488514500877, 0.3632377536058219, 0.4880970611663966, 0.5583305004429611, 0.4033387655747174]",5.575907349417146
louisiana,6,2,adaptive,"adaptive_selected: (1, 5)",10,0.4,0.5533017266880651,2.0,"[0.5213861381037272, 0.32041488514500877, 0.3632377536058219, 0.4880970611663966, 0.5583305004429611, 0.4033387655747174]",27.09802695411114
louisiana,6,2,nway,,10,0.4,0.5614876310373481,2.0,,4.969708552935381
louisiana,6,2,predetermined,"(1, 5)",20,0.4,0.5583305004429611,2.0,"[0.5213861381037272, 0.32041488514500877, 0.3632377536058219, 0.4880970611663966, 0.5583305004429611, 0.4033387655747174]",7.822773933410644
louisiana,6,2,predetermined,"(2, 4)",20,0.4,0.5583305004429611,2.0,"[0.5213861381037272, 0.32041488514500877, 0.3632377536058219, 0.4880970611663966, 0.5583305004429611, 0.4033387655747174]",7.5601911544799805
louisiana,6,2,predetermined,"(3, 3)",20,0.4,0.5583305004429611,2.0,"[0.5213861381037272, 0.32041488514500877, 0.3632377536058219, 0.4880970611663966, 0.5583305004429611, 0.4033387655747174]",7.38796329498291
louisiana,6,2,predetermined,"(4, 2)",20,0.4,0.5583305004429611,2.0,"[0.5213861381037272, 0.32041488514500877, 0.3632377536058219, 0.4880970611663966, 0.5583305004429611, 0.4033387655747174]",7.746314525604248
louisiana,6,2,predetermined,"(5, 1)",20,0.4,0.5583305004429611,2.0,"[0.5213861381037272, 0.32041488514500877, 0.3632377536058219, 0.4880970611663966, 0.5583305004429611, 0.4033387655747174]",7.885523796081544
louisiana,6,2,adaptive,"adaptive_selected: (1, 5)",20,0.4,0.5583305004429611,2.0,"[0.5213861381037272, 0.32041488514500877, 0.3632377536058219, 0.4880970611663966, 0.5583305004429611, 0.4033387655747174]",38.322397232055664
louisiana,6,2,nway,,20,0.4,0.5583305004429611,2.0,,7.028229236602784
louisiana,6,2,predetermined,"(1, 5)",50,0.4,0.5583305004429611,2.0,"[0.5213861381037272, 0.32041488514500877, 0.3632377536058219, 0.4880970611663966, 0.5583305004429611, 0.4033387655747174]",12.368891625086
